,DATE,GX1 Index,CF1 Index,ST1 Index,EO1 Index,AJ1 Index,PP1 Index,IB1 Index,BE1 Index
0,2000-01-03,6750.76,5917.37,41226.0,675.44,30202.7,11851.54,11610.0,3311.05
1,2000-01-04,6586.95,5672.02,40314.0,642.25,29117.6,11360.05,11206.6,3172.21
2,2000-01-05,6502.07,5479.7,39452.0,632.31,27958.5,11022.64,10863.1,3057.53
3,2000-01-06,6474.92,5450.11,38835.0,624.21,27958.5,11327.74,10863.1,3061.09
4,2000-01-07,6780.96,5539.61,40194.0,644.86,27816.9,11563.53,11102.4,3138.55
5,2000-01-10,6925.52,5646.12,39711.0,655.14,27549.7,11738.37,11173.3,3203.75
6,2000-01-11,6891.25,5613.9,39870.0,648.94,26939.4,11761.77,11012.4,3148.9
7,2000-01-12,6912.81,5582.5,40289.0,638.4,26950.0,11764.32,10851.8,3110.25
8,2000-01-13,6955.98,5633.24,40499.0,642.21,26766.9,11976.35,10931.9,3133.58
9,2000-01-14,7173.22,5787.44,41588.0,655.6,27274.0,12234.14,11184.0,3128.5
10,2000-01-17,7258.9,5842.78,41546.0,661.51,27754.7,12470.27,11285.6,3074.18
11,2000-01-18,7072.12,5672.95,41109.0,647.72,27239.1,12568.36,11066.3,2972.1
12,2000-01-19,7091.04,5649.46,41436.0,642.59,26448.5,12425.59,11120.7,2977.53
13,2000-01-20,7112.66,5709.74,41690.0,644.79,26424.7,12327.23,11047.6,2971.57
14,2000-01-21,6992.75,5681.32,41702.0,641.47,26636.8,12278.19,10969.3,2930.97
15,2000-01-24,6931.99,5690.86,42012.0,645.53,26500.2,12503.56,10955.0,2925.35
16,2000-01-25,6809.64,5597.5,41165.0,640.03,26291.3,12456.21,10863.5,2857.82
17,2000-01-26,6969.37,5646.32,41361.0,637.39,25930.2,12589.67,11031.4,2878.83
18,2000-01-27,7126.13,5688.35,41939.0,634.87,25966.3,12666.56,11206.6,2891.47
19,2000-01-28,7066.6,5731.05,41854.0,632.46,26241.1,12561.79,11009.3,2884.6
20,2000-01-31,6835.6,5659.81,41463.0,612.38,26064.3,12385.55,10835.1,2806.29
21,2000-02-01,7050.46,5773.42,42403.0,619.23,26862.2,12463.42,10970.0,2786.03
22,2000-02-02,7171.95,5946.86,42993.0,629.15,27133.8,12528.57,11195.6,2789.58
23,2000-02-03,7354.26,6149.67,43889.0,649.59,27579.7,12794.59,11544.1,2888.4
24,2000-02-04,7444.61,6275.72,44091.0,660.95,28061.4,13128.66,11580.1,2924.13
25,2000-02-07,7296.32,6203.58,43730.0,652.42,28644.8,13263.99,11506.8,2891.62
26,2000-02-08,7549.88,6297.66,45150.0,667.66,29362.4,13604.07,11834.8,2910.99
27,2000-02-09,7629.11,6271.6,45101.0,667.15,29732.5,13470.47,11939.5,2815.06
28,2000-02-10,7709.27,6207.52,45785.0,661.29,29189.9,13505.37,12020.6,2741.63
29,2000-02-11,7611.55,6287.01,46878.0,662.68,29400.0,13792.83,12432.6,2769.49
30,2000-02-14,7644.8,6268.32,47395.0,654.72,29185.2,13698.38,12458.6,2839.91
31,2000-02-15,7396.13,6092.63,45726.0,652.34,29044.1,13502.5,12165.1,2832.35
32,2000-02-16,7490.32,6046.27,46446.0,660.72,28750.2,13569.74,12235.1,2830.28
33,2000-02-17,7580.53,6154.96,46807.0,667.97,28224.0,13838.25,12326.7,2820.69
34,2000-02-18,7573.78,6062.72,46602.0,655.17,28434.1,13976.18,12368.0,2800.1
35,2000-02-21,7590.53,5967.28,46014.0,649.34,27998.0,13939.3,12260.3,2780.48
36,2000-02-22,7607.94,5963.31,46034.0,647.28,27756.1,14041.72,12076.9,2721.34
37,2000-02-23,7698.97,6031.25,47134.0,652.52,27782.1,14481.88,12312.3,2730.0
38,2000-02-24,7640.53,6078.78,46907.0,653.55,28596.5,14489.45,12352.3,2765.79
39,2000-02-25,7738.68,6188.64,48235.0,662.56,28485.9,14706.02,12690.9,2761.46
40,2000-02-28,7587.13,6102.73,47746.0,654.54,27800.4,14680.58,12467.0,2727.49
41,2000-02-29,7644.55,6190.96,48479.0,664.28,27735.9,14644.27,12585.8,2746.08
42,2000-03-01,7727.93,6256.32,48676.0,668.64,28022.8,14587.92,12538.7,2756.03
43,2000-03-02,7945.77,6477.55,49464.0,672.59,28496.6,14617.54,12709.6,2777.18
44,2000-03-03,7960.03,6514.11,49169.0,680.51,28225.6,14822.59,12745.0,2746.84
45,2000-03-06,7975.78,6545.98,50109.0,680.22,28248.4,14806.74,12816.8,2735.17
46,2000-03-07,8064.97,6441.85,48925.0,677.21,27613.9,14806.74,12667.2,2698.78
47,2000-03-08,7987.0,6344.97,48810.0,674.75,27437.2,14776.92,12668.3,2690.06
48,2000-03-09,7949.15,6423.43,49233.0,668.09,27424.6,14726.97,12563.2,2655.65
49,2000-03-10,7975.95,6510.28,49355.0,676.61,27478.4,14700.59,12513.7,2594.07
50,2000-03-13,7693.85,6336.93,48208.0,658.06,27478.4,14344.91,12359.7,2532.24
51,2000-03-14,7650.05,6350.35,48181.0,661.19,25779.6,14428.95,12555.8,2579.05
52,2000-03-15,7414.46,6188.94,46692.0,644.03,25997.9,14022.29,12279.5,2721.82
53,2000-03-16,7583.96,6258.53,47485.0,663.39,26766.0,13940.76,12260.9,2906.66
54,2000-03-17,7710.92,6304.28,48125.0,672.18,27062.6,13974.91,12369.8,2835.08
55,2000-03-20,7872.38,6352.51,47354.0,671.65,26990.0,13918.5,12362.4,2852.02
56,2000-03-21,7807.93,6320.87,46756.0,672.6,26816.5,13865.7,12308.3,2800.39
57,2000-03-22,7798.62,6279.29,45921.0,679.35,26493.2,13390.77,12172.2,2891.0
58,2000-03-23,7694.78,6268.31,45938.0,671.89,26200.9,13073.31,12073.3,2907.93
59,2000-03-24,7932.42,6364.26,47258.0,683.48,26426.8,13647.4,12213.8,2919.33
60,2000-03-27,7892.49,6450.85,47051.0,682.12,26584.7,13533.19,12162.0,2821.42
61,2000-03-28,7931.93,6524.3,46827.0,687.94,26628.8,13502.34,12211.1,2851.84
62,2000-03-29,7864.76,6505.48,46839.0,682.73,26908.6,13288.85,12088.6,2826.82
63,2000-03-30,7644.89,6313.82,45616.0,664.46,27078.2,13007.43,11833.4,2778.29
64,2000-03-31,7599.39,6286.05,45392.0,662.29,27104.0,13127.09,11935.0,2777.84
65,2000-04-03,7429.22,6130.27,44218.0,650.92,27233.0,12913.72,11686.4,2824.12
66,2000-04-04,7522.8,6221.94,44987.0,655.85,27289.9,12402.23,11584.2,2900.06
67,2000-04-05,7330.77,6036.94,43815.0,640.57,27257.2,12392.82,11374.6,2885.79
68,2000-04-06,7446.21,6224.02,45060.0,658.62,27246.8,12914.67,11607.9,2898.22
69,2000-04-07,7522.2,6308.04,45275.0,671.34,27745.7,13208.56,11790.6,2868.17
70,2000-04-10,7516.95,6364.9,45206.0,672.03,27888.3,13183.11,11768.7,2861.37
71,2000-04-11,7442.66,6261.42,44123.0,660.62,27770.3,12597.69,11515.3,2913.37
72,2000-04-12,7443.07,6238.7,44511.0,661.29,27461.6,12531.86,11542.1,2970.73
73,2000-04-13,7449.06,6264.34,44616.0,660.26,26572.9,12536.12,11647.2,2994.05
74,2000-04-14,7214.83,6065.71,43449.0,650.54,25329.9,12050.14,11363.9,2951.14
75,2000-04-17,7187.14,6060.54,42651.0,637.87,23010.2,12143.44,11217.3,2897.1
76,2000-04-18,7196.49,6147.44,43003.0,646.43,22507.3,12179.3,11261.5,2934.8
77,2000-04-19,7216.71,6166.46,43061.0,654.17,24274.8,12079.68,11339.8,2881.72
78,2000-04-20,7157.95,6234.51,44077.0,657.97,24579.1,12125.08,11502.0,2843.73
79,2000-04-21,7157.95,6234.51,44077.0,657.97,24880.9,12125.08,11502.0,2843.73
80,2000-04-24,7157.95,6234.51,44077.0,657.97,24738.0,12125.08,11502.0,2843.73
81,2000-04-25,7280.51,6320.29,44621.0,659.31,24043.1,12125.08,11425.5,2830.36
82,2000-04-26,7388.55,6390.87,44606.0,666.36,23577.8,12200.56,11481.5,2871.4
83,2000-04-27,7221.74,6247.86,44206.0,649.92,24059.1,12061.39,11273.0,2825.21
84,2000-04-28,7414.68,6419.72,44801.0,661.38,24059.1,12235.62,11467.9,2813.28
85,2000-05-01,7414.68,6419.72,44801.0,667.48,24059.1,12235.62,11467.9,2813.28
86,2000-05-02,7555.92,6562.41,46168.0,673.54,24611.1,12511.21,11867.2,2835.53
87,2000-05-03,7376.93,6435.65,45226.0,669.84,24652.1,12321.47,11667.9,2837.84
88,2000-05-04,7386.71,6491.74,45968.0,665.07,24428.4,12265.13,11597.5,2834.13
89,2000-05-05,7530.82,6545.76,45980.0,670.27,24668.7,12394.91,11560.9,2822.48
90,2000-05-08,7408.09,6514.42,45672.0,668.87,24983.6,12275.82,11304.0,2816.45
91,2000-05-09,7280.54,6369.61,44967.0,663.46,24809.3,12109.09,11071.7,2840.12
92,2000-05-10,7120.86,6263.34,44879.0,657.5,24977.7,11795.39,10832.3,2827.87
93,2000-05-11,7259.48,6380.13,45292.0,658.83,25035.3,11997.58,11036.3,2832.96
94,2000-05-12,7269.28,6449.27,45707.0,668.3,25111.8,11994.78,11102.6,2840.57
95,2000-05-15,7195.15,6392.27,45689.0,667.06,25823.6,11795.85,11009.3,2872.77
96,2000-05-16,7371.06,6557.39,46568.0,676.81,26083.9,12015.93,11220.7,2898.5
97,2000-05-17,7211.51,6453.05,45492.0,668.17,25971.5,11856.35,10905.3,2901.48
98,2000-05-18,7181.58,6451.97,45941.0,668.22,26088.4,11895.87,10889.6,2916.07
99,2000-05-19,6989.03,6196.05,44325.0,652.45,26343.1,11648.51,10544.9,2885.8
100,2000-05-22,6912.96,6094.17,43100.0,641.8,25784.6,11425.92,10326.3,2885.89
101,2000-05-23,6927.69,6148.56,44172.0,644.33,25733.3,11566.24,10380.1,2898.76
102,2000-05-24,6834.88,6027.1,43635.0,642.46,25272.9,11412.09,10342.4,2900.92
103,2000-05-25,6978.87,6129.66,44594.0,645.55,25204.7,11498.63,10560.6,2909.34
104,2000-05-26,6938.33,6129.15,44633.0,645.91,25471.0,11430.18,10437.1,2841.87
105,2000-05-29,7016.66,6205.13,45062.0,655.75,25530.1,11573.14,10558.9,2860.72
106,2000-05-30,7119.26,6325.49,45589.0,655.06,25391.5,11778.0,10648.5,2884.46
107,2000-05-31,7109.67,6426.26,45214.0,655.5,25537.8,11864.13,10688.5,2849.43
108,2000-06-01,7272.76,6599.71,45999.0,655.5,25096.5,12145.2,10875.5,2849.43
109,2000-06-02,7438.95,6673.52,46365.0,677.92,25135.8,12325.83,11141.5,2895.37
110,2000-06-05,7408.02,6656.26,46077.0,672.66,24787.0,12089.26,11004.2,2891.73
111,2000-06-06,7359.8,6589.77,45675.0,668.7,24740.3,12085.22,10782.5,2898.45
112,2000-06-07,7292.98,6498.5,46275.0,666.56,24129.2,12004.42,10688.9,2898.75
113,2000-06-08,7243.13,6523.66,46024.0,672.13,24262.3,12062.46,10799.6,2857.34
114,2000-06-09,7254.53,6549.05,46260.0,673.74,24555.6,12259.24,10873.2,2876.58
115,2000-06-12,7235.64,6549.05,46055.0,673.74,24222.1,12290.99,10791.3,2876.58
116,2000-06-13,7268.91,6532.84,46258.0,675.67,23893.9,12381.44,10806.0,2914.72
117,2000-06-14,7350.94,6608.1,46756.0,683.28,24186.5,12531.79,10880.7,2886.5
118,2000-06-15,7328.62,6512.98,46773.0,685.51,24247.1,12535.15,10876.0,2906.34
119,2000-06-16,7131.4,6456.26,45904.0,682.45,24220.3,12527.14,10723.8,2922.5
120,2000-06-19,7198.8,6505.16,45841.0,677.19,24220.3,12411.48,10595.6,2895.31
121,2000-06-20,7227.27,6554.92,46038.0,682.0,23815.1,12341.69,10563.4,2900.04
122,2000-06-21,7100.09,6490.76,45704.0,684.88,23639.1,12289.48,10351.4,2899.12
123,2000-06-22,7053.67,6474.88,45372.0,684.16,23264.5,12289.48,10490.5,2909.9
124,2000-06-23,6980.41,6545.35,45909.0,682.72,22920.2,12054.58,10533.1,2891.01
125,2000-06-26,7027.19,6586.26,45985.0,686.01,22427.4,11896.29,10488.9,2890.43
126,2000-06-27,7048.96,6568.09,45802.0,683.41,22951.3,11818.21,10528.2,2910.33
127,2000-06-28,7056.05,6607.96,46368.0,683.15,22584.9,11992.62,10583.2,2908.08
128,2000-06-29,6874.54,6400.82,45699.0,666.72,22517.7,11742.35,10366.4,2903.58
129,2000-06-30,6898.21,6446.54,46448.0,672.14,22355.2,11923.37,10581.3,2953.28
130,2000-07-03,6958.96,6508.47,46729.0,668.01,22221.4,12019.12,10676.7,2954.64
131,2000-07-04,6944.36,6494.77,46551.0,669.62,22019.0,12072.26,10848.9,2955.46
132,2000-07-05,6961.73,6462.7,46607.0,667.83,22173.4,11965.33,10757.6,2967.86
133,2000-07-06,6951.09,6453.97,46922.0,665.6,21899.2,11935.47,10739.6,2953.06
134,2000-07-07,7052.22,6565.97,47656.0,674.98,21636.1,11895.46,10896.7,2977.72
135,2000-07-10,7070.82,6487.42,47583.0,678.83,21683.4,11913.66,10828.9,2996.43
136,2000-07-11,7003.98,6490.35,47922.0,680.6,21915.6,11908.3,10874.8,3016.93
137,2000-07-12,7065.97,6536.51,47842.0,686.33,21732.5,11984.77,10878.7,3030.84
138,2000-07-13,7195.99,6570.36,48056.0,687.0,21868.2,12014.13,10848.2,3027.36
139,2000-07-14,7318.38,6570.36,47832.0,687.36,22321.6,12171.2,11002.6,3013.9
140,2000-07-17,7430.7,6619.25,47871.0,689.09,22642.8,12289.17,10949.2,3021.05
141,2000-07-18,7406.91,6514.54,47637.0,683.57,22812.5,12190.1,10791.5,3014.61
142,2000-07-19,7366.57,6495.11,47715.0,680.32,22577.8,12154.43,10850.7,3000.64
143,2000-07-20,7480.14,6563.77,48215.0,684.35,22682.3,12340.45,10986.1,3024.89
144,2000-07-21,7373.26,6464.12,47803.0,678.97,22654.7,12253.97,10879.6,3024.89
145,2000-07-24,7328.31,6502.57,47488.0,683.57,22587.3,12339.15,10831.5,3031.56
146,2000-07-25,7329.04,6463.91,47549.0,683.15,22326.0,12162.88,10714.6,3039.62
147,2000-07-26,7302.12,6493.0,47063.0,680.46,22118.7,12131.4,10743.8,3037.16
148,2000-07-27,7183.44,6511.53,46256.0,672.09,22211.0,12156.33,10726.0,3059.78
149,2000-07-28,7128.3,6415.72,45780.0,663.72,22317.9,11898.7,10560.0,3060.17
150,2000-07-31,7190.37,6542.49,46309.0,668.18,22250.7,11937.44,10531.6,3068.61
151,2000-08-01,7145.53,6532.29,46185.0,670.89,22315.8,12045.02,10549.0,3050.49
152,2000-08-02,7112.45,6529.91,46246.0,675.96,22181.2,12105.18,10644.5,3054.98
153,2000-08-03,7037.91,6354.93,45606.0,666.75,21759.9,11924.24,10453.0,3046.28
154,2000-08-04,7016.59,6461.35,45789.0,673.45,21471.4,11952.05,10583.4,3086.45
155,2000-08-07,7113.22,6519.04,46861.0,680.57,20799.6,11885.65,10707.7,3112.43
156,2000-08-08,7123.81,6532.44,47202.0,678.33,21052.7,11791.97,10867.6,3132.66
157,2000-08-09,7226.71,6570.18,47498.0,683.86,20936.4,11903.99,10951.9,3164.96
158,2000-08-10,7280.97,6562.54,47627.0,683.61,20882.6,11912.02,11110.6,3163.84
159,2000-08-11,7322.98,6553.0,47354.0,684.0,21139.5,11861.9,11094.6,3180.15
160,2000-08-14,7331.67,6609.36,47671.0,687.07,21456.4,11927.09,11210.6,3190.32
161,2000-08-15,7307.43,6636.61,47671.0,687.73,21456.4,11927.09,11207.9,3185.57
162,2000-08-16,7315.27,6684.08,47976.0,689.82,21250.9,11819.82,11342.7,3185.27
163,2000-08-17,7278.43,6635.34,47537.0,691.93,21095.5,11703.6,11155.5,3154.83
164,2000-08-18,7232.42,6594.35,47322.0,693.75,21217.2,11766.67,11065.5,3153.9
165,2000-08-21,7199.34,6571.63,47437.0,693.45,21231.1,11891.23,11093.5,3174.5
166,2000-08-22,7249.2,6513.71,47383.0,696.03,21239.1,11736.78,10934.6,3160.74
167,2000-08-23,7232.78,6501.7,47695.0,695.44,21189.1,11615.15,10798.1,3162.3
168,2000-08-24,7230.26,6461.93,47273.0,696.18,20729.4,11624.65,10720.1,3164.76
169,2000-08-25,7307.17,6595.11,47624.0,691.35,20485.1,11687.82,10818.3,3162.99
170,2000-08-28,7339.22,6615.02,47722.0,695.6,20117.6,11785.29,10907.5,3172.03
171,2000-08-29,7294.4,6633.99,47493.0,691.36,19938.5,11783.82,10840.6,3161.02
172,2000-08-30,7185.56,6634.62,47617.0,685.31,19364.2,11821.65,10869.6,3134.8
173,2000-08-31,7216.45,6625.42,48134.0,689.52,20100.9,11900.26,10884.7,3132.52
174,2000-09-01,7344.67,6813.66,48322.0,695.18,20412.4,12137.17,11170.1,3125.41
175,2000-09-04,7445.56,6922.33,48564.0,701.56,20805.6,12215.09,11246.3,3121.96
176,2000-09-05,7395.07,6856.76,48322.0,698.02,21911.6,12124.64,11188.2,3102.87
177,2000-09-06,7333.02,6796.79,48357.0,695.01,22369.6,12018.63,11238.5,3103.66
178,2000-09-07,7373.34,6834.46,48635.0,694.9,23030.3,12078.34,11282.5,3071.21
179,2000-09-08,7267.77,6703.36,48059.0,686.48,25118.8,12042.15,11103.3,3049.34
180,2000-09-11,7214.45,6675.01,48256.0,687.6,24038.9,12089.87,11229.8,3048.71
181,2000-09-12,7135.75,6697.8,48071.0,682.31,22948.1,12033.78,11311.8,3048.86
182,2000-09-13,7006.26,6568.89,47551.0,677.35,22733.9,11950.85,11212.5,3049.59
183,2000-09-14,7048.5,6637.91,47793.0,677.32,24282.0,12094.2,11451.6,3046.69
184,2000-09-15,6999.54,6614.65,47258.0,676.42,23994.2,12000.4,11463.1,3022.05
185,2000-09-18,6891.69,6522.38,46722.0,668.43,23687.3,11916.93,11188.1,2986.49
186,2000-09-19,6937.74,6529.95,46641.0,666.94,23834.9,11872.3,11065.5,2953.51
187,2000-09-20,6765.23,6405.43,45699.0,664.43,23481.6,11830.31,10901.3,2975.05
188,2000-09-21,6682.92,6254.77,45143.0,656.0,22933.9,11703.07,10803.4,2976.6
189,2000-09-22,6740.25,6258.58,45572.0,652.96,23288.5,11792.39,11029.4,2973.68
190,2000-09-25,6788.69,6336.28,45921.0,658.56,23668.8,11876.09,11159.1,2974.83
191,2000-09-26,6765.04,6294.06,45621.0,653.2,23524.8,11749.27,10956.0,2979.19
192,2000-09-27,6814.06,6319.79,45780.0,656.08,23507.4,11750.66,10957.6,3007.82
193,2000-09-28,6832.76,6311.03,45594.0,658.74,23468.5,11778.08,11023.1,3018.07
194,2000-09-29,6798.12,6266.63,45419.0,661.52,23716.4,11778.95,10950.0,3056.01
195,2000-10-02,6862.26,6349.24,45941.0,665.96,23697.8,11809.69,11152.5,3091.1
196,2000-10-03,6862.26,6400.43,45958.0,670.17,23164.8,11837.89,11271.2,3094.86
197,2000-10-04,6823.43,6296.13,45663.0,668.93,22750.7,11750.47,11159.3,3089.16
198,2000-10-05,6892.49,6335.12,45699.0,671.8,22433.8,11750.47,11237.3,3094.32
199,2000-10-06,6776.39,6258.41,45031.0,665.09,22722.3,11604.39,11150.0,3060.32
200,2000-10-09,6680.78,6110.06,44333.0,654.88,22405.3,11390.94,10838.8,3007.02
201,2000-10-10,6673.15,6143.3,44608.0,654.62,22237.7,11488.38,10950.7,3012.29
202,2000-10-11,6561.63,5956.12,43657.0,637.26,22092.7,11242.98,10618.7,3005.85
203,2000-10-12,6465.26,5990.7,43452.0,641.22,21685.9,11230.47,10618.7,2988.35
204,2000-10-13,6661.3,6064.21,44291.0,642.0,21130.7,11129.71,10385.4,3011.43
205,2000-10-16,6627.25,6088.04,44367.0,643.92,21598.9,11210.88,10455.2,3038.36
206,2000-10-17,6531.71,6067.15,44150.0,639.46,21280.7,11048.96,10375.4,3006.17
207,2000-10-18,6483.0,5937.35,44030.0,633.58,20836.4,10834.32,10056.1,3007.88
208,2000-10-19,6619.43,6066.48,45114.0,649.2,21375.2,10987.87,10367.3,3022.25
209,2000-10-20,6618.43,6149.44,45394.0,656.12,22072.3,10894.58,10443.6,3044.67
210,2000-10-23,6620.87,6182.34,45719.0,662.97,21501.1,10759.42,10329.9,3037.61
211,2000-10-24,6802.81,6323.74,46297.0,674.77,21728.1,11028.48,10666.9,3053.01
212,2000-10-25,6748.22,6277.9,46151.0,668.93,21765.2,10923.44,10517.4,3034.13
213,2000-10-26,6767.9,6208.42,46077.0,669.46,21997.7,10725.28,10324.7,3051.92
214,2000-10-27,6924.68,6268.93,46805.0,673.47,21957.9,10825.22,10395.7,3076.07
215,2000-10-30,6926.57,6296.84,46953.0,675.62,21944.6,10826.03,10307.3,3070.19
216,2000-10-31,7077.44,6397.66,47459.0,680.56,22065.7,10981.81,10363.1,3110.11
217,2000-11-01,7059.07,6409.05,48047.0,684.69,22511.7,10981.81,10363.1,3150.36
218,2000-11-02,7088.64,6400.31,47876.0,683.51,22151.8,11065.09,10507.0,3172.02
219,2000-11-03,7128.27,6398.92,47937.0,687.14,21948.5,11109.84,10542.7,3181.85
220,2000-11-06,7136.3,6352.24,48220.0,690.33,21537.9,11050.73,10610.5,3198.71
221,2000-11-07,7076.28,6386.07,48335.0,687.22,21153.7,10960.41,10573.6,3184.85
222,2000-11-08,7008.64,6336.03,48056.0,688.3,20844.9,10905.35,10488.4,3174.01
223,2000-11-09,6959.5,6271.15,47988.0,681.85,20898.7,10908.9,10273.5,3179.16
224,2000-11-10,6851.69,6147.49,47263.0,674.5,20842.2,10716.99,9986.0,3147.21
225,2000-11-13,6742.1,6037.73,46539.0,664.38,20548.3,10425.51,9897.3,3126.96
226,2000-11-14,6966.65,6225.98,47854.0,678.97,20355.3,10744.68,10274.8,3148.3
227,2000-11-15,6961.09,6301.78,48437.0,681.59,19841.9,10694.3,10294.1,3122.09
228,2000-11-16,6842.11,6283.06,48012.0,677.28,19825.3,10582.92,10135.3,3142.88
229,2000-11-17,6752.29,6161.92,47817.0,680.16,19405.9,10594.56,9845.9,3143.04
230,2000-11-20,6609.48,6021.79,47071.0,665.94,19033.2,10478.34,9548.7,3110.8
231,2000-11-21,6678.07,6081.02,47366.0,668.3,19492.9,10554.66,9594.0,3088.59
232,2000-11-22,6510.54,5944.7,46402.0,652.23,18872.3,10477.54,9252.5,3068.4
233,2000-11-23,6601.0,6053.04,46880.0,648.71,18637.2,10538.03,9334.8,3071.74
234,2000-11-24,6664.18,6145.65,47654.0,660.32,18965.1,10749.89,9642.3,3063.97
235,2000-11-27,6696.91,6171.33,47624.0,667.29,18928.1,10722.4,9541.9,3018.08
236,2000-11-28,6625.56,6069.22,47219.0,661.94,18395.4,10694.49,9358.0,2993.69
237,2000-11-29,6598.32,6060.65,47563.0,662.36,18453.6,10700.61,9477.3,2956.19
238,2000-11-30,6372.33,5928.08,46290.0,649.92,18555.5,10571.9,9214.5,2988.58
239,2000-12-01,6512.91,5928.5,46426.0,660.33,19349.2,10571.9,9339.4,3034.91
240,2000-12-04,6408.1,5791.51,45155.0,649.09,20104.1,10463.65,9069.1,3008.39
241,2000-12-05,6637.09,5994.89,46102.0,661.66,20092.8,10616.46,9461.1,3043.64
242,2000-12-06,6622.25,5985.24,45707.0,658.93,21370.2,10645.47,9461.1,3028.91
243,2000-12-07,6566.08,5984.69,45358.0,656.35,21380.7,10656.0,9497.3,3027.24
244,2000-12-08,6691.25,5939.32,45548.0,657.24,21332.2,10656.0,9497.3,3033.37
245,2000-12-11,6782.52,6077.88,45794.0,664.16,21109.9,10864.43,9788.1,3049.01
246,2000-12-12,6733.59,6047.66,45731.0,659.35,20789.2,10800.65,9753.5,3037.51
247,2000-12-13,6620.21,5962.29,45272.0,651.96,20195.5,10881.93,9716.9,3026.05
248,2000-12-14,6469.95,5905.65,44467.0,638.98,20672.1,10719.2,9518.3,2972.99
249,2000-12-15,6331.3,5839.54,43603.0,624.49,20636.4,10667.51,9155.7,2987.28
250,2000-12-18,6390.25,5887.49,43391.0,631.65,20377.5,10640.85,9052.8,2971.97
251,2000-12-19,6479.28,5958.86,44291.0,638.38,19997.2,10775.2,9255.5,2991.48
252,2000-12-20,6248.76,5766.3,43222.0,623.8,19894.7,10536.13,8864.3,2993.68
253,2000-12-21,6200.71,5758.92,42942.0,622.47,19549.9,10486.48,8964.2,2997.16
254,2000-12-22,6251.4,5783.73,43347.0,626.87,19553.4,10477.39,9039.0,2996.45
255,2000-12-25,6251.4,5783.73,43347.0,626.87,19553.4,10477.39,9039.0,2996.45
256,2000-12-26,6251.4,5783.73,43347.0,626.87,19553.4,10477.39,9039.0,2996.45
257,2000-12-27,6328.16,5857.15,43967.0,635.16,19570.9,10442.55,9078.5,3002.47
258,2000-12-28,6371.64,5920.6,44213.0,640.76,19459.8,10327.4,9075.6,3024.49
259,2000-12-29,6433.61,5926.42,43662.0,637.6,19509.5,10404.09,9109.8,3024.49
260,2001-01-01,6433.61,5926.42,43662.0,637.6,19509.5,10404.09,9109.8,3024.49
261,2001-01-02,6289.82,5798.9,42759.0,634.16,19509.5,10371.31,9080.2,3030.42
262,2001-01-03,6434.96,5684.05,41746.0,629.86,19369.0,10287.15,9200.9,3027.74
263,2001-01-04,6376.54,5815.99,42676.0,638.97,19028.7,10530.49,9597.2,3014.88
264,2001-01-05,6382.31,5758.02,42795.0,635.8,18505.3,10507.25,9601.4,3013.55
265,2001-01-08,6392.17,5732.8,42651.0,631.15,18210.1,10413.58,9623.6,2995.23
266,2001-01-09,6404.52,5663.19,42627.0,633.07,17991.0,10454.76,9581.8,3001.07
267,2001-01-10,6320.07,5653.35,42747.0,630.52,17973.3,10540.59,9585.8,2980.2
268,2001-01-11,6465.21,5702.78,43403.0,637.25,19245.3,10714.67,9699.8,2989.12
269,2001-01-12,6490.03,5834.34,44037.0,639.86,19357.6,10911.56,9890.2,2991.1
270,2001-01-15,6522.87,5833.38,44047.0,641.13,18554.4,10986.23,9892.0,2974.27
271,2001-01-16,6502.89,5761.67,43576.0,631.83,18386.0,10779.66,9722.4,2962.07
272,2001-01-17,6653.38,5884.09,44735.0,642.29,18824.4,11020.24,10020.1,2977.54
273,2001-01-18,6635.76,5860.16,44630.0,634.06,18724.8,11044.88,10070.8,2966.41
274,2001-01-19,6651.53,5845.73,44418.0,628.88,18568.8,11016.24,9955.5,2959.45
275,2001-01-22,6675.0,5882.76,44499.0,628.84,18186.1,10962.69,10019.2,2969.33
276,2001-01-23,6722.41,5839.73,44201.0,630.51,18032.7,10893.01,10100.4,2989.87
277,2001-01-24,6706.67,5900.32,44779.0,635.94,17853.5,11037.75,10116.2,2994.1
278,2001-01-25,6727.49,5934.68,44818.0,636.14,17985.1,11059.71,10132.0,2986.08
279,2001-01-26,6695.2,5925.62,44635.0,632.57,17993.3,11068.05,10090.1,2979.82
280,2001-01-29,6750.96,5887.9,44484.0,637.19,17781.2,11077.07,9949.9,2974.51
281,2001-01-30,6739.3,5917.15,44784.0,634.89,18330.4,11155.31,10036.2,2970.75
282,2001-01-31,6795.14,5998.49,45067.0,639.98,19051.5,11194.37,10116.0,2968.61
283,2001-02-01,6704.68,5899.72,44579.0,634.04,18938.3,11151.54,10123.0,2988.43
284,2001-02-02,6638.2,5826.37,44101.0,630.98,18401.2,11112.43,9848.5,3002.15
285,2001-02-05,6628.07,5823.49,43715.0,630.13,18100.2,10979.98,9846.7,3009.34
286,2001-02-06,6693.03,5852.35,43740.0,632.06,18392.6,11099.27,9934.8,3019.11
287,2001-02-07,6578.96,5752.14,43139.0,624.94,18263.0,11008.39,9880.7,3015.8
288,2001-02-08,6636.81,5773.46,43183.0,626.98,18432.3,10911.41,10020.8,3002.96
289,2001-02-09,6497.07,5712.36,42549.0,622.65,18452.5,10706.37,9936.3,2997.7
