Date,DAX Notional Value,Amsterdam Index Notional Value,CAC40 Notional Value,PSI-20 Notional Value,IBEX-35 Notional Value,FTSE/Athens Notional Value,BEL-20 Notional Value,FTSE/MIB Notional Value,Gold Notional Value,Silver Notional Value
2005-11-15,4315075.983511057,410999.50809048256,4348730.482775927,7505308.247140105,10151221.318467937,2012473.639790984,3426272.296194191,34152368.548440665,445488.002385058,36980.03503754632
2005-11-16,4292722.447480748,409011.6023681586,4322397.753880993,7512802.314286525,10074670.489510419,2022611.3529983275,3408778.933331436,34069496.526987344,455195.2820781312,38008.05145557849
2005-11-17,4312967.159357254,411247.9963057731,4326227.968992984,7522169.898219551,10136686.350944357,2055976.9164041253,3406048.7553123934,34248378.81719756,462713.6653698252,38488.74431771391
2005-11-18,4339960.108525929,413981.36667396856,4361178.681889894,7531537.482152577,10217597.67015895,2059045.743992987,3408273.344809391,34386835.73108909,462142.6489172915,38326.92691857922
2005-11-21,4372014.23566373,415770.48182406015,4389426.518340823,7540905.066085602,10229710.143095266,2046315.4005812604,3435979.595817454,34558643.58044354,465378.40881498257,38650.561716848606
2005-11-22,4372857.76532525,416963.2252574545,4388468.964562825,7534347.757332484,10220504.663663667,2060770.6367412095,3432844.9469807753,34578856.268602885,468804.5075301849,38859.97246866997
2005-11-23,4389306.593724911,417708.689903326,4411450.255234767,7553082.925198535,10307714.468805144,2050601.1770415674,3446091.366258353,34806249.01039554,468328.6604864068,38669.599057923275
2005-11-24,4385932.475078827,416168.06296852493,4400917.163676794,7593363.5361105455,10317888.946071649,2052580.0417281783,3443057.8351260833,34779972.51578839,468328.6604864068,38669.599057923275
2005-11-25,4383401.886094264,416267.45825464115,4409535.147678772,7641138.214168976,10331939.414677776,2049648.7822726103,3463180.2583034723,34813323.45125131,468328.6604864068,38669.599057923275
2005-11-28,4370748.941171448,415770.48182406015,4387511.410784828,7642074.972562279,10310136.963392407,2052781.102846069,3460247.8448756114,34680930.343807586,474036.5052211589,39730.27809727344
2005-11-29,4382558.356432742,418155.9686908489,4395650.617897807,7643948.489348884,10302869.479630617,2050611.7592056668,3445080.189214263,34680930.343807586,474797.55118579254,39459.162827125634
2005-11-30,4393102.477201756,417311.1087588612,4379850.980560848,7639264.697382371,10244729.6095363,2027447.40199181,3436485.184339499,34504069.3224133,470516.6676347285,39383.060295154326
2005-12-01,4444557.786554541,424119.6858578208,4445922.191242679,7634580.905415858,10348412.377871167,2039860.280480551,3469651.791385648,34988163.20382966,478031.9965354853,40424.713701511675
2005-12-02,4477033.678523103,427449.4279427135,4468903.481914621,7634580.905415858,10325156.429833438,2048294.265267871,3497155.8069848926,35114492.504825585,478793.04250011896,40638.75207268099
2005-12-05,4447088.375539105,426803.3585829582,4455976.505911654,7647695.522922094,10212268.182066971,2057140.954455073,3487044.0365439937,35043748.096267864,484120.3642525542,41057.315998523205
2005-12-06,4475346.619200061,430729.4723845481,4487097.003696574,7699217.234553735,10226803.14959055,2060781.218905309,3498268.101733391,35220609.117662154,485357.0639450838,41342.70049341563
2005-12-07,4436544.254770092,428791.26430528215,4461721.828579639,7753549.221365283,10178837.756762737,2069786.6405540037,3501706.103683297,35154917.88114428,489257.42451383104,41751.75160276144
2005-12-08,4458897.7908004,429934.3100956185,4475606.358360603,7717952.402419786,10172539.270835854,2061162.1768128918,3497661.3955069375,35266087.666020684,494013.9617927911,42303.494959553456
2005-12-09,4457632.496308118,428443.3808038755,4461721.828579639,7730130.261532719,10162849.292486802,2057352.5977370634,3482493.7398455893,35194332.623055,501339.0292023896,42807.6742338634
2005-12-12,4472816.030215498,430480.9841692576,4476563.912138601,7728256.744746114,10218566.667993855,2067881.851016089,3490886.5093115354,35276194.01010036,502670.8596404984,41818.34131823634
2005-12-13,4482094.85649223,431077.35588595475,4497151.318365549,7713268.610453273,10211783.683149518,2070368.6595794773,3500694.926639207,35353002.225105874,495631.1844676375,40415.200885015256
2005-12-14,4459040.969172762,428449.44009783014,4478040.933500509,7728166.280391377,10171962.194562005,2079873.6243530628,3500291.237080971,35345952.371373266,481837.2263586534,39844.43189523042
2005-12-15,4464490.0698119085,429242.7731659432,4473741.096905875,7751443.889669664,10128255.68269766,2092773.979678467,3481115.983064727,35370123.2984565,479363.82697359414,40662.53411392202
2005-12-16,4512693.652388978,433159.85518975166,4503839.953068313,7746788.367814007,10228780.659985654,2126600.1589063006,3535311.306258005,35642046.228142805,478888.1732456981,40529.354682972225
2005-12-19,4512693.652388978,432664.02202218096,4492373.722149289,7774721.498947952,10195757.962132592,2122385.1913247327,3535311.306258005,35690388.08230926,479078.43473685655,40748.14946238975
2005-12-20,4520238.560966259,432961.5219227234,4501928.914581809,7739339.532844955,10240435.729816146,2110006.3850182598,3546412.769109515,35931090.23117974,470516.6676347285,39535.26535909695
2005-12-21,4551256.518450634,436283.60414544697,4553049.194095791,7905076.110906361,10363785.21885552,2107228.338203136,3580928.2263387535,36170785.25808841,468994.5757054612,39730.27809727344
2005-12-22,4554190.64956402,435837.3542946333,4549704.876744409,7963735.686287644,10370584.009589974,2095190.135337598,3583854.97563597,36204020.28282785,478222.2580266437,40438.98292625629
2005-12-23,4568861.305130955,436432.3540957182,4557349.030690425,8054983.914658531,10390009.125974128,2113295.3369947863,3576689.4859772683,36108343.69645674,478507.65026338137,40757.662278886164
2005-12-26,4568861.305130955,436432.3540957182,4557349.030690425,8054983.914658531,10390009.125974128,2113295.3369947863,3576689.4859772683,36108343.69645674,478507.65026338137,40757.662278886164
2005-12-27,4592753.515625676,437225.68716383126,4566426.463501319,8033568.514122507,10431773.126200058,2129889.1108828266,3602929.3072626544,36225169.84402567,483164.42779325333,41551.05656733167
2005-12-28,4593591.8388009295,436035.6875616616,4552093.674852539,8033568.514122507,10439543.17275372,2128782.1496997885,3600305.3251341158,36248333.6491471,488961.6406365635,42135.412839659795
2005-12-29,4600717.585790584,437572.77038113074,4564037.665393189,8035430.722864769,10440514.428572927,2136914.0568521065,3605956.97894943,36351060.08925082,490102.07595000154,41864.61359150773
2005-12-30,4558801.427027915,433407.771773537,4513872.905122459,8105263.550699631,10389523.498064524,2137467.5374436253,3576689.4859772683,36049930.622672275,491432.58381567925,41902.62050352908
2006-01-02,4591915.192450423,437721.5203314019,4551138.155609287,8054052.810287399,10447313.219307382,2137095.002430103,3606461.590897226,36349045.84532721,491432.58381567925,41902.62050352908
2006-01-03,4596945.131501944,438713.1866665433,4569293.021231075,8123885.638122261,10486163.452075688,2161362.9975967044,3636233.6958171832,36495078.52978838,504357.5173679772,43171.10119224135
2006-01-04,4649759.4915429065,442035.26888926694,4628057.454691073,8165785.334823178,10571633.964165963,2182448.479362072,3672565.756058487,36701538.53195762,507398.67820381187,43242.36415228137
2006-01-05,4644310.39090376,439704.85300168465,4623279.858474813,8151818.769256205,10564835.17343151,2194220.5857893797,3677813.7203155644,36471914.72466695,500175.92121870426,41850.36099949973
2006-01-06,4658142.723295441,442878.1852741371,4647645.59917774,8180683.004761282,10564835.17343151,2194220.5857893797,3676905.418809532,36700531.40999582,512910.78221876256,43289.872792308044
2006-01-09,4667783.439810854,444811.93462766276,4665800.464799527,8317555.347317611,10621168.010945555,2211016.592970475,3676198.9620826175,36602840.5797011,521844.1921740272,43812.46783260149
2006-01-10,4629220.573749199,440795.6859703402,4649078.878042617,8259826.876307459,10566292.057160322,2244491.5248998445,3677107.26358865,36539391.89610764,517282.45092027495,42553.48887189455
2006-01-11,4655208.592182054,442481.51874008053,4672966.859123917,8394837.010121524,10643021.266877728,2270696.7021367634,3696787.12955269,36899941.558432445,521559.08334566763,42791.032072027934
2006-01-12,4666525.955047974,443721.10165900725,4671533.580259039,8336177.434740241,10638650.615691293,2275560.9450276126,3707888.5924041998,37038924.389161006,521083.9019650685,42791.032072027934
2006-01-13,4616645.726120398,437870.2702816732,4638568.166366845,8319417.556059875,10539582.52213211,2261904.875817634,3704860.9207174242,36652189.55582936,528496.7315024158,43289.872792308044
2006-01-16,4641376.259790373,438961.1032503286,4645734.560691236,8324073.077915532,10598829.127103778,2306257.8301418577,3726054.6225248515,37015760.58403958,528496.7315024158,43289.872792308044
2006-01-17,4596106.80832669,434994.43790976313,4597003.079285383,8296139.946781587,10507531.080098256,2313059.2551030237,3678722.021821597,36735780.67865886,525930.7520471802,42852.793304062616
2006-01-18,4549579.872100127,431179.13187045895,4562188.137404707,8241204.788884829,10406553.143272325,2274855.14035612,3672476.9978537713,36400409.065379076,516712.23326355603,41902.62050352908
2006-01-19,4570118.789893835,432962.9113174063,4600341.498369832,8228169.327688988,10513356.730299752,2315207.835702948,3708134.070186197,36477957.45643776,530682.5658531721,43033.32613616399
2006-01-20,4503052.935873564,428652.1109872834,4561234.30338058,8216064.970864278,10438594.219380554,2329617.222014874,3689600.450668778,36093236.86702972,526025.7883233001,42187.67234368914
2006-01-23,4500537.966347804,428206.16612554656,4539296.120825633,8183476.317874677,10396358.255419709,2302722.551420803,3680535.0932961274,36110357.94038034,530587.5295770522,42881.298488078624
2006-01-24,4489220.603481883,427908.8695510553,4534050.033692928,8165785.334823178,10344898.345306493,2343684.5457437285,3684765.593403364,35981446.3292698,530017.3119203333,43627.184136497446
2006-01-25,4565088.850842315,432814.2630301607,4578403.315814885,8189994.048472597,10512385.788599502,2344646.59675862,3708738.4273443734,36241283.79541449,534195.9110467434,44965.47043329852
2006-01-26,4663591.823934588,439503.43595621357,4652802.369696877,8207685.031524096,10573069.644865086,2327244.162844809,3755072.4761379207,36822393.167373754,531726.7388356829,45416.31156165349
2006-01-27,4751196.595748566,445251.16972971085,4733401.344735702,8198373.987812781,10705603.18694912,2298852.968449796,3789319.381767934,37031874.5354284,530682.0890540803,45416.31156165349
2006-01-30,4755388.211624834,446985.3997475764,4714324.66425314,8187200.735359202,10718225.42905236,2309317.945600669,3788312.1198376394,37041945.755046405,537329.8603915509,46223.0798966045
2006-01-31,4775507.967830915,446737.65260216704,4732924.427723638,8165785.334823178,10769685.339165576,2308665.8888016874,3779347.4886580184,37025831.80365759,542078.2684897442,46745.106466278674
2006-02-01,4811975.025954437,451048.45293229,4767739.369604313,8264482.398163117,10880858.163844123,2331562.7029560986,3805032.667880528,37320918.53846533,540748.71422225,46317.99381836344
2006-02-02,4747843.303047553,445498.9168751202,4708124.743096307,8212340.553379753,10835223.903932406,2357142.570496485,3799291.27487785,36854621.070151396,543692.7272431299,46716.63228975099
2006-02-03,4751196.595748566,447332.2457511495,4714324.66425314,8216996.075235411,10849788.029436145,2342059.748474134,3796370.2152799955,36732759.31277345,538849.3509829728,46175.62293572503
2006-02-06,4762513.958614487,448818.7286236057,4709555.494132499,8261689.085049721,10865323.096640134,2374235.010194386,3807450.096513235,37214163.6105144,541508.459517961,46166.13154354913
2006-02-07,4769639.705604141,448818.7286236057,4709555.494132499,8594093.345543664,10854642.737937393,2372161.2557845092,3813493.6680950024,36987561.16910914,523274.5724208988,44514.629304943555
2006-02-08,4763352.281789741,448769.17919452384,4677602.054324208,8612715.432966294,10889596.639146369,2383727.2468746463,3805435.5726526463,36965404.485949524,522419.85896322405,44680.72866802169
2006-02-09,4822454.065645104,454170.06696444796,4729109.091627125,8629475.31164666,11014848.118478531,2420167.6014275826,3838171.585387218,37389402.83186781,536095.2742860207,45739.0188956339
2006-02-10,4795627.724036996,452039.4415139274,4690001.896637873,8622026.47667761,10988147.221721675,2422081.014001644,3823364.8350118888,37080216.38959485,522514.82712518796,44419.71538318461
2006-02-13,4833352.266923399,455557.4509787404,4730062.925651253,8673237.217089841,11069706.32454262,2376511.864262962,3809464.620373824,37278619.41606968,511878.39298523497,43185.83440031837
2006-02-14,4841735.498675932,456003.39584047726,4733401.344735702,8713274.705048494,11061938.790940624,2364454.158209658,3801305.7987384386,37182942.82969857,518431.1961607417,44120.736529643946
2006-02-15,4843412.145026439,456745.2668749249,4709601.056397328,8754243.297378281,11053216.393085493,2362784.2774758823,3798189.3975070924,37236320.29367403,512543.1701189821,43655.65831302513
2006-02-16,4861016.93170676,457635.512116262,4743397.465837819,8780314.219769962,11122995.57592654,2393671.6843386893,3800199.9789466704,37538456.882214375,518526.16432270553,44410.223991008716
2006-02-17,4868142.6786964135,459564.3768058259,4764341.719575588,8794280.785336934,11158369.745005684,2417782.6074495935,3825131.18879744,37729810.05495659,524034.3177166097,44647.508795406065
2006-02-20,4866885.1939335335,460405.1639781998,4748157.523505493,8771003.176058648,11183083.205595221,2438661.5033338345,3827141.770237018,37909077.7641572,524034.3177166097,44647.508795406065
2006-02-21,4871915.1329850545,460207.33170234715,4763865.71380882,8827800.542697668,11282421.62561199,2473319.608627748,3856295.2011109013,38024896.78976433,526028.6491178509,45254.95789466329
2006-02-22,4918861.230799244,461839.44797813194,4808610.255884962,8868769.135027453,11408411.816852773,2500533.277876248,3924654.9700565585,38372353.86658573,526028.6491178509,45397.1945355056
2006-02-23,4921376.200325004,460602.99625405256,4807182.238584659,8871562.448140848,11392905.331776984,2509119.696875082,3930586.185303314,38296819.719450645,520619.37020756456,44885.142628473266
2006-02-24,4923472.008263137,460108.4155644208,4834790.573057173,8908806.622986108,11424887.457245799,2518190.9199579153,3953808.4009304415,38439831.03802641,530394.032098082,46146.307510608465
2006-02-27,4964130.682262926,463174.81584013766,4843834.682625755,8931153.127893263,11485459.664573098,2502084.6509450465,3923750.2084087483,38626148.60095962,526408.2476378711,45525.20751226369
2006-02-28,4865627.7091706535,454025.07308195025,4763389.708042053,8839904.899522377,11406473.5062183,2496202.36139252,3860316.3639900573,37981590.545406885,532956.3221082177,46084.671632910125
2006-03-01,4923891.169850764,458179.55087485694,4820986.4058209155,8864113.613171797,11535855.74106941,2466241.4690013565,3918522.696665845,38127623.229868054,534759.4150783132,46037.259419296024
2006-03-02,4847184.599315079,452442.4148751286,4770529.794543564,8856664.778202744,11449600.917835336,2415056.9311551074,3873284.6142753367,37657297.27370691,539219.6976885494,48019.08994836561
2006-03-03,4803591.794201903,450513.5501855648,4750537.55233933,8847353.73449143,11379821.734994289,2384955.9842507886,3851268.747511956,37676432.59098113,537131.9058284388,48175.55025329216
2006-03-06,4825807.358346118,453332.66011646576,4780525.915645681,8966535.09399626,11393874.487094222,2384955.9842507886,3909776.66740368,38010797.08229912,526598.0468978811,47189.37621011877
2006-03-07,4822454.065645104,450612.4663234911,4756249.62154054,8906013.309872713,11334271.435084159,2329699.092098945,3867353.399028581,37779159.03108485,524510.2550377706,47578.15636175444
2006-03-08,4765448.089727874,446556.9046685107,4731497.321668632,8933946.441006659,11266915.140536202,2311675.1535982555,3873988.317779189,37644204.6882035,514830.49277725804,46354.92125051052
2006-03-09,4804010.95578953,449969.51142696984,4772433.8176106345,8947913.00657363,11331848.546791067,2371284.5090820054,3885649.690128742,37912099.130042605,517677.4816774088,46952.315142048246
2006-03-10,4863531.90123252,454173.4472888397,4829078.503855963,9003779.26884152,11417134.214707904,2391473.9058245583,3924453.911912601,38187043.42561432,512363.1023971274,46914.38537115696
2006-03-13,4907543.867933323,457239.84756455664,4865730.947897058,9186275.725583293,11472376.0677904,2425205.4966468285,3942750.2030127617,38466016.209033236,518246.87945743895,47853.147200716245
2006-03-14,4919699.553974497,457882.80246107787,4871443.017098268,9217933.274201764,11473829.800766256,2397733.2652201955,3973612.6281102863,38635212.698615834,523561.2587377204,48275.11590188178
2006-03-15,4945930.179558484,459416.9968921515,4883314.16198836,9440418.718880797,11487393.392526006,2403449.608465774,3966680.1560157323,38771432.49843864,524889.8535577906,48772.94414482989
2006-03-16,4943848.383877215,458971.58560571074,4883789.007783963,9379567.998968583,11498050.50033724,2449234.8996903766,3966278.273575468,38783723.00669333,526123.5487478559,48744.49681666142
2006-03-17,4925944.941018304,458575.6644622079,4891861.386309226,9379567.998968583,11516458.232011186,2470638.4597053095,3977129.0994625962,38622922.19036115,525838.8498578409,48863.02735069668
2006-03-20,4946762.897830992,461446.09275260376,4891861.386309226,9384321.961461725,11559571.077247538,2482616.5987962345,3970498.0391982403,38748899.899971716,526882.7457878962,48867.76857205809
2006-03-21,4950510.130057275,462089.46461079596,4898509.227447678,9455631.398858849,11567806.11510167,2470594.8234973275,3983961.1009470844,38898434.41707043,524225.5561477555,49858.683836592885
2006-03-22,4977989.833050024,463821.61961362103,4939820.811665199,9429009.208897255,11571681.42703303,2451863.9812212633,3994209.103173816,38799086.142011695,522802.0616976801,49526.798341294154
2006-03-23,4986317.015775099,465603.2647593839,4946468.652803651,9431861.58639314,11535350.377676554,2455060.333455909,3990089.80816111,38509234.989005275,522042.86465763993,50460.81894949202
2006-03-24,5002971.38122525,466692.04790401686,4966887.02201461,9452779.021362964,11578463.222912904,2447925.8134509316,3997926.515746258,38490799.22662324,531437.9280281373,50674.1739107555
2006-03-27,4954673.721419813,464118.5604712482,4912279.755520185,9509826.571280666,11467532.4188778,2435456.7670202143,3960551.4488017065,37995082.06035077,537980.1612188494,51432.131078720435
2006-03-28,4935521.20115214,462584.36604017456,4901358.3022213,9441369.511379424,11407465.083941761,2391504.1965308343,3938447.9145871866,37742102.43210842,537600.9013237357,51299.48857432658
2006-03-29,4955506.439692321,463970.0900424346,4930323.895753126,9526940.836255975,11438951.993384039,2412395.031101984,3930611.207002038,37971525.25286262,543574.2446717771,52455.373255473096
2006-03-30,5015878.514449117,466939.4986187062,4984456.316451946,9612512.161132526,11499988.156302918,2433536.7738690274,3961757.096122498,38507186.570962824,556279.4511580877,55037.16485885365
2006-03-31,4997558.712453951,463821.61961362103,4955490.722920121,9581136.00867779,11506285.538191374,2427296.7961276714,3936438.5023858664,38228601.71718986,551633.5174429442,54383.426801483896
2006-04-03,5047938.167940657,466296.12676051405,4997751.998728849,9595397.896157216,11534865.963685134,2453925.7920483896,3935936.1493355366,38555324.39496036,558839.4554501055,55534.57425033064
2006-04-04,5035031.034716791,463277.22804130457,4955015.877124517,9566874.121198365,11501441.398277177,2451340.346725485,3931515.442492632,38328974.20126983,555615.7463416386,55368.77111983831
2006-04-05,5048770.886213165,463772.12947068317,4961188.872467365,9618216.916124295,11518880.301968286,2455365.7869117795,3938950.2676375164,38686423.149677046,557417.2308434289,55259.81477694334
2006-04-06,5048770.886213165,464415.5013288753,4966412.176219006,9589693.141165445,11525662.09784816,2523667.361454843,3950906.2702353704,38702810.494016625,564338.7239292548,56879.94822346839
2006-04-07,4985484.297502592,463376.20832718024,4917977.905067429,9650543.861077659,11435076.681452682,2548910.907772149,3930410.2657819064,38269570.078038834,557891.3057123211,57012.590727862254
2006-04-10,5024622.056310446,465751.7351881976,4932698.124731144,9626774.04861195,11450577.929178111,2551998.169486841,3925386.7352786064,38755045.154099055,566614.2832999373,59352.78348395398
2006-04-11,4943848.383877215,458773.62503395934,4861946.1011861935,9598250.273653101,11298956.349863756,2508132.8714134246,3863094.957037687,37891636.949207135,564338.7239292548,59561.22170514434
2006-04-12,4936770.278560901,458377.70389045647,4836779.2740191985,9571628.083691508,11245186.396816172,2475820.259403114,3843000.8350244868,37969476.834820166,566519.4683261588,59859.66734003052
2006-04-13,4950093.770921022,458476.68417633214,4846276.189931272,9578283.631181905,11243248.740850493,2476202.0762229525,3850737.0719995685,37918266.38375896,565571.3185883745,60769.215941588445
2006-04-14,4950093.770921022,458476.68417633214,4846276.189931272,9578283.631181905,11243248.740850493,2476202.0762229525,3850737.0719995685,37918266.38375896,565571.3185883745,60769.215941588445
2006-04-17,4950093.770921022,458476.68417633214,4846276.189931272,9578283.631181905,11243248.740850493,2476202.0762229525,3850737.0719995685,37918266.38375896,583491.348632499,63194.67887907623
2006-04-18,4937602.996833409,457981.78274695354,4842477.423566442,9564972.536201108,11204011.2075455,2485134.1269981046,3852043.189930427,37720594.04266271,587852.837426307,65184.31644498418
2006-04-19,5012547.641359087,464326.6814497857,4898668.027410265,9626774.04861195,11347028.717749495,2501700.2211697553,3882323.0335231274,38232698.553274766,599799.5241223901,68685.13111452221
2006-04-20,5067923.406480838,467973.74920810666,4945733.661399109,9603004.236146241,11423888.468131233,2467061.024259711,3904067.619190368,38563518.06713015,587663.2074787501,59262.77607025814
2006-04-21,5099150.34169987,473319.45126482355,4989917.725960065,9568775.706195623,11542096.81840188,2467061.024259711,3916870.506078557,38713052.58422887,599420.2642272764,61418.21676665842
2006-04-24,5083328.694522227,471321.05797259294,4961582.293252495,9570677.291192878,11545501.99721626,2467061.024259711,3918597.8797063283,38560445.44006648,588625.0177625198,55780.910329919236
2006-04-25,5084161.412794734,471820.6562956506,4973588.832535364,9545956.686228542,11552312.354845023,2436106.8482975448,3946947.1292444607,38594244.33776687,597715.751627578,59499.63768524719
2006-04-26,5106228.447016184,472819.85294176586,4986075.633389547,9554513.818716196,11555717.533659402,2469173.0362656587,3950605.0969268,38852345.01111535,605101.9728929378,60707.631921691296
2006-04-27,5070421.56129836,471371.01780489867,4947174.446113054,9486056.758814957,11520692.837282915,2425238.7865169407,3947556.7905248506,38597316.96483055,599704.3496605594,59073.28677826691
2006-04-28,5019209.387539147,466225.15507740487,4926523.1985465195,9458483.776354734,11513882.479654154,2440044.870683634,3938411.8713190015,38280836.37727229,617222.951379682,64000.00837003897
2006-05-01,5019209.387539147,466225.15507740487,4926523.1985465195,9458483.776354734,11513882.479654154,2440044.870683634,3938411.8713190015,38280836.37727229,622620.5746120604,65620.14181656402
2006-05-02,5055016.273256971,468922.9860219162,4975990.140391937,9449926.64386708,11567392.432451565,2474904.0688442974,3976007.650276381,38651600.04295542,629438.6250108541,66842.34774990747
2006-05-03,4992978.76195516,462977.7659775301,4929885.0295457225,9434713.963889025,11531394.827842398,2498510.203035772,3959648.405919251,38382233.07037348,630574.9667439864,64919.031436196456
2006-05-04,5043358.217441865,465225.95843128953,4975029.617249308,9465139.323845133,11568365.340684246,2519894.3245959897,3990842.741432536,38590147.501681976,638434.6637314847,65065.88563748966
2006-05-05,5104146.651334915,470271.9014941718,5027378.128522613,9460385.361351991,11664683.25571959,2531191.388815302,4018683.9399036765,38987540.60191693,646010.2752856999,65335.90787857716
2006-05-08,5112473.834059991,471321.05797259294,5031700.482664446,9460385.361351991,11713815.12146994,2556997.5355129717,4034941.574047408,39034654.21689324,641843.6889308814,64791.12616410237
2006-05-09,5127462.762965126,472120.4152894852,5061956.9616572745,9417599.698913716,11730354.561425503,2535173.411451515,4043070.3911192743,39243592.85722296,662297.8401272624,68092.97707704961
2006-05-10,5111641.115787483,468922.9860219162,5045628.068232574,9410944.151423316,11714788.02970262,2505847.244743933,4028336.9101765174,39154486.67237646,666369.7313376531,67226.06356618972
2006-05-11,5052934.477575702,466824.673065074,5028818.9132365575,9384321.961461725,11650089.632229386,2475080.0698447926,4016651.73563571,39002903.73723529,681615.6495905111,70328.95072254616
2006-05-12,4941350.2290596925,454984.1928086076,4935167.906830185,9317766.48655774,11409781.298757369,2449405.9238974946,3943492.3819889175,38481581.34543222,672619.6108698805,67012.88811269958
2006-05-15,4890554.414436733,449538.57108727907,4845358.99299433,9241703.086667472,11266277.334437035,2405196.6725855023,3863118.703190844,38016590.449796475,647336.0073076874,62749.379042896835
2006-05-16,4887639.900482957,450437.8480687829,4865049.717418234,9241703.086667472,11270655.421484096,2410872.704851486,3867284.721940175,37965379.99873527,654816.9237174749,63725.24889665168
2006-05-17,4721928.964253958,436450.6463986865,4687698.303416733,9075314.399407513,10915651.17322368,2362629.022906174,3746329.7436026097,37011841.39997563,653869.9722731981,62327.765368216336
2006-05-18,4727757.9921615105,436950.18931547564,4711442.071957917,9020168.434487069,10890363.199374992,2280466.954115184,3740701.5508711664,36835677.448325075,643548.2015305798,58916.958112374145
2006-05-19,4734003.379205317,438448.81806584314,4750207.408351688,8956465.33707897,10950665.290860323,2283623.1867050184,3776005.6689138566,37031301.37137888,621863.0134566389,58159.00094440921
2006-05-22,4614924.666236741,427608.7367715184,4625189.198481778,8861386.087216137,10626298.395531971,2110774.99843148,3604089.963662494,36206813.109293476,622147.098889922,58528.505063792116
2006-05-23,4726508.91475275,439298.04102438467,4738093.240728634,8917482.844635209,10813040.356260737,2201638.933834582,3722793.6649074825,36865379.50994058,637298.3219983523,62057.74312712883
2006-05-24,4664055.044314684,434902.0633566401,4678006.96931829,8920335.222131094,10713833.689623581,2112775.4275377127,3710718.6332291127,36659513.49667453,603054.2975715445,58957.69570886545
2006-05-25,4755654.0542905135,439397.9496077425,4755053.075400909,8947908.204591315,10882582.284344628,2144282.185960877,3757790.790619367,37070221.314185396,613459.9403531712,59359.99193871642
2006-05-26,4823104.234363623,445642.23606760695,4845667.049221349,9030627.15197198,11087317.611081114,2212352.3430479616,3829217.672920231,37511655.40233299,615824.8591671772,59989.46721601265
2006-05-29,4804784.432368457,445092.7388591389,4829191.781253996,9051544.586941805,11061543.330043029,2217853.5230901013,3821952.187757822,37527018.53765135,615824.8591671772,59989.46721601265
2006-05-30,4674880.3818572825,433952.9318147407,4707080.971613619,8951711.374585828,10860212.153632328,2136258.2425458776,3721770.3571381294,36739401.80033001,618568.1649914243,61589.186341772984
2006-05-31,4745661.435020423,440047.3553995684,4766682.67631904,8943154.242098173,11042091.042467115,2159741.057554042,3748376.3591413163,37342660.91383101,607784.1351995567,58678.454796380654
2006-06-01,4754821.336018005,440596.8526080365,4774920.310302717,8937449.487106403,11028960.748353375,2109685.8759180866,3747353.0513719628,37443033.397910975,593689.2190680805,56084.827338047326
2006-06-02,4733587.020069064,438898.40669095336,4790911.011565148,9062954.096925344,11039173.199330729,2156484.803508897,3769047.176082254,37503461.730163194,601162.3625203397,56960.413250075915
2006-06-05,4687371.155944896,436150.920648613,4747300.008122155,9058200.134432202,10977412.186277205,2131046.013374638,3728524.188415861,37402065.03706201,608446.3124674784,57954.3215826489
2006-06-06,4585779.526698977,427708.64535487624,4644571.866678663,9008758.92450353,10823252.807238093,2072700.1644428512,3645636.25909824,36678973.468077786,595391.960614165,55871.8469810674
2006-06-07,4619920.975871786,432204.5316059787,4674130.435678913,9121903.231840301,10917110.094791874,2084235.9722887932,3675721.5075172284,37019010.86312419,593500.0255629601,56117.95761579976
2006-06-08,4497511.389813178,419765.9129779286,4541843.72523517,8980235.149544679,10644291.761539692,2057708.0596411407,3590377.639553159,36248805.679163665,576188.8198444358,52260.6467060522
2006-06-09,4554136.2323436905,426160.06231282983,4620828.098137478,9042036.66195552,10794074.375874223,2100772.8529003165,3635096.1890739007,36655416.660589635,575337.4490713936,52899.58777699198
2006-06-12,4484187.897453058,421614.2217700485,4577217.094694486,8976431.979550166,10725018.754979732,2100772.8529003165,3607159.886970554,36356347.62639219,574013.0945355501,52227.51642829977
2006-06-13,4405496.020701096,412672.4035595226,4479334.620300215,8803387.744799808,10506180.519750707,2020866.8236013558,3517006.4724905244,35662958.11902347,532106.7331513629,45412.14500494212
2006-06-14,4419959.238103267,412622.5879627626,4473044.779074906,8728798.766696077,10550204.928297944,2043997.2408205676,3524046.6072918545,35686597.753490515,531917.5396462423,45942.22944898105
2006-06-15,4519135.586003863,423382.75686291436,4579488.245964737,8842098.480271364,10717497.680777445,2153502.6220928794,3617813.0403704387,36330006.93507184,535890.6032537725,47092.32337667265
2006-06-16,4472440.055534,420045.11187999696,4548522.873778604,8817550.208996719,10629448.86368297,2164947.4195072437,3589448.439286819,36103888.69234358,546769.2297982004,47849.58686815683
2006-06-19,4527400.281662247,423083.8632823546,4579488.245964737,8860981.765867246,10748803.92685548,2244487.61476379,3599651.53320179,36405037.07924985,538066.328562658,47087.59047985087
2006-06-20,4566657.586039566,424777.59357219335,4623517.134541893,8827936.016074454,10805057.337776951,2204855.1299300785,3624138.9585977206,36564347.65935385,545728.6655200378,48512.192423205495
2006-06-21,4578228.159961303,426072.7990879523,4632226.145469244,8884585.872862097,10856908.307843696,2176185.7977297665,3642504.5276446687,36692823.93363127,555755.9212914234,49222.126946471915
