Date,DAX Notional Value,Amsterdam Index Notional Value,CAC40 Notional Value,PSI-20 Notional Value,IBEX-35 Notional Value,FTSE/Athens Notional Value,BEL-20 Notional Value,FTSE/MIB Notional Value,Gold Notional Value,Silver Notional Value
2004-08-03,3353051.2900042827,320323.7489233903,3494377.9390738877,6637588.010296838,7598822.715335612,1277695.698656552,2515779.125949646,27547000.0,378169.4188475769,32038.163949008904
2004-08-04,3332257.1734771244,316810.52070939186,3453756.751324807,6567708.855219317,7523753.603588899,1250657.1288681393,2506213.425850978,27301000.0,376441.7412995423,32287.74964569032
2004-08-05,3308863.7923840713,319438.0611383487,3469049.43377152,6602182.571724227,7545889.367309084,1254006.1310531783,2535413.9840469114,27220000.0,376537.7233855442,32350.146069860675
2004-08-06,3226553.7477974026,310335.1589031986,3378249.131744162,6543484.081459109,7397675.992834803,1242613.3598163433,2500171.9310518196,26670000.0,383736.37983568845,32479.738643137567
2004-08-09,3200561.1021384546,307628.89067112695,3347663.7668507365,6548142.69179761,7346667.49382742,1253667.1216295392,2477012.8676550444,26501000.0,384600.21860970574,32297.349095562684
2004-08-10,3230452.6446462446,311220.8466882402,3382072.3023558403,6573299.187625518,7366397.196273672,1246054.8191169202,2485370.268793881,26627000.0,383928.3440076923,32225.35322151997
2004-08-11,3187131.568547998,307628.89067112695,3352442.730115334,6554664.7462715125,7324531.730107236,1241740.1537251521,2471072.064435872,26296000.0,379609.1501376057,31289.406858964652
2004-08-12,3152907.9184303833,306457.8145997941,3344318.492565518,6529508.250443605,7334155.975202968,1227779.1292789315,2486377.184593741,26272000.0,378457.3651055827,31433.398607050087
2004-08-13,3166337.45202084,305562.2858393631,3333804.7733834027,6501556.588412596,7300471.117367905,1227779.1292789315,2470971.372855886,26266000.0,382872.5410616711,31759.779902710397
2004-08-16,3210958.160402034,309400.26624121016,3362478.5529709896,6528576.528375904,7300471.117367905,1219324.4397136339,2490102.7730532214,26511000.0,386711.824501748,32302.148820498867
2004-08-17,3218322.743338736,310679.59304182586,3378727.0280706217,6533235.138714406,7384683.261955564,1238206.2373090372,2489599.315153292,26469000.0,388151.55579177686,32268.550745945595
2004-08-18,3238683.649104912,311809.69436081406,3385417.5766410585,6527644.806308204,7423115.129048749,1224340.936424952,2493418.6439371365,26519000.0,388055.573705775,32782.12131411698
2004-08-19,3224387.6939924904,311957.098880682,3389718.6435791967,6537893.749052907,7443291.859272671,1227930.3264467197,2504273.578375431,26521000.0,390743.07211382885,32710.125440074262
2004-08-20,3243015.756714736,311465.750481122,3382550.1986823003,6543484.081459109,7400056.008792838,1208301.4907276817,2506685.786028385,26466000.0,396597.97935994616,32954.91141181949
2004-08-23,3274206.931505474,316575.7738365466,3430817.7276547374,6564913.6890162155,7498537.668219125,1219336.3011946017,2523772.2569034784,26746000.0,394006.4630378942,32354.945794796855
2004-08-24,3292401.7834667373,316330.09963676654,3436552.483572255,6562118.522813114,7492772.888155147,1228279.0100488344,2507690.8725504493,26761000.0,386807.80658775,31553.391730454612
2004-08-25,3318827.639886668,316880.4098442738,3437986.1725516343,6573299.187625518,7495655.278187136,1245169.6539512668,2544075.004649177,26819000.0,391509.76206351275,31726.10301254316
